1.72 4.54695 4.31194
1.73 4.59063 4.36541
1.74 4.63485 4.41942
1.75 4.67962 4.47395
1.76 4.72493 4.52899
1.77 4.77081 4.58452
1.78 4.81724 4.64051
1.79 4.86424 4.69696
1.8 4.91181 4.75384
1.81 4.95995 4.81113
1.82 5.00867 4.86883
1.83 5.05797 4.92689
1.84 5.10786 4.98531
1.85 5.15834 5.04407
1.86 5.20941 5.10314
1.87 5.26107 5.1625
1.88 5.31334 5.22214
1.89 5.3662 5.28202
1.9 5.41967 5.34214
1.91 5.47375 5.40246
1.92 5.52843 5.46296
1.93 5.58372 5.52363
1.94 5.63962 5.58444
1.95 5.69613 5.64537
1.96 5.75326 5.70639
1.97 5.811 5.7675
1.98 5.86936 5.82865
1.99 5.92833 5.88985
2 5.98792 5.95105
